SUBJECT,PREHEADER,CLICKS_TO_KICKS,performance,CTR,CLICKS,OPENS,DELIVERIES,SPAMS,UNSUBS,KICKS,subject_length,length_category,reward_amount,negative_count,positive_count,has_closing_soon,has_treatment,has_cancer,has_colon,has_ampersand,has_metabolic,is_oncology,recommendations
Hereditary Angioedema (HAE) and Other Survey Opportunities,Earn up to $95.00 Today via Rewards Card,17.25,👍 Good (15-24),0.0347,69,1091,1989,0,4,4,58,Optimal (51-60),95.0,0,0,0,0,0,0,0,0,0,⚠️ Consider removing parentheses (-20% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
Lipid Disorders and Other Survey Opportunities,Earn up to $90.00 Today via Rewards Card,17.14,👍 Good (15-24),0.0289,120,2123,4157,0,7,7,46,Short (≤50),90.0,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
Closing Soon: Perceptions of Local Heart and Vascular Services and Other Survey Opportunities,Earn up to $75.00 Today via Rewards Card,17.12,👍 Good (15-24),0.0631,137,1086,2171,0,8,8,93,Too Long (76+),75.0,2,0,1,0,0,1,0,0,0,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 📏 SHORTEN to 50-65 chars (currently 93)"
New Product Profile Evaluation & Feedback and Other Survey Opportunities,Earn up to $52.50 Today via Rewards Card,17.12,👍 Good (15-24),0.0221,137,2563,6205,0,8,8,72,Long (61-75),52.5,0,1,0,0,0,0,1,0,0,💡 Consider adding metabolic topics when available (+109% impact) | 📏 SHORTEN to 50-65 chars (currently 72)
Congenital Adrenal Hyperplasia (CAH) disease and Other Survey Opportunities,Earn up to $55.00 Today via Rewards Card,17.0,👍 Good (15-24),0.0559,17,189,304,0,1,1,75,Long (61-75),55.0,0,0,0,0,0,0,0,0,0,⚠️ Consider removing parentheses (-20% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 📏 SHORTEN to 50-65 chars (currently 75)
Treatment for Chron's Disease and Other Survey Opportunities,Earn up to $100.00 Today via Rewards Card,17.0,👍 Good (15-24),0.0787,17,103,216,0,1,1,60,Optimal (51-60),100.0,1,0,0,1,0,0,0,0,0,❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
Micro Survey: 1L PDAC Treatment Rate Survey and Other Survey Opportunities,Earn up to $25.00 Today via Rewards Card,17.0,👍 Good (15-24),0.0182,17,435,933,0,1,1,74,Long (61-75),25.0,2,0,0,1,0,1,0,0,0,"❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 📏 SHORTEN to 50-65 chars (currently 74)"
Closing Soon: GVHD research and Other Survey Opportunities,Earn up to $115.00 Today via Rewards Card,17.0,👍 Good (15-24),0.0153,17,473,1112,0,1,1,58,Optimal (51-60),115.0,2,0,1,0,0,1,0,0,0,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)"
Prostate Cancer and Other Survey Opportunities,Earn up to $50.00 Today via Rewards Card,17.0,👍 Good (15-24),0.0582,17,200,292,0,1,1,46,Short (≤50),50.0,1,0,0,0,1,0,0,0,1,❌ REPLACE 'Cancer' with 'Oncology' or specific disease name (-47% impact) | ✅ ADD ampersand (&) between topics (+103% impact)
Respiratory Syncytial Virus and Other Survey Opportunities,Earn up to $75.00 Today via Rewards Card,17.0,👍 Good (15-24),0.032,17,273,531,0,1,1,58,Optimal (51-60),75.0,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
New InCrowd MicroSurvey and Other Survey Opportunities,Earn up to $25.00 Today via Rewards Card,17.0,👍 Good (15-24),0.0568,1037,9915,18261,5,56,61,54,Optimal (51-60),25.0,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
Treatment for Hyperlipidemia and Other Survey Opportunities,Earn up to $50.00 Today via Rewards Card,16.75,👍 Good (15-24),0.0577,67,604,1162,0,4,4,59,Optimal (51-60),50.0,1,0,0,1,0,0,0,0,0,❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
Treatment for ulcerative colitis and Other Survey Opportunities,Earn up to $35.00 Today via Rewards Card,16.5,👍 Good (15-24),0.0885,33,238,373,0,2,2,63,Long (61-75),35.0,1,0,0,1,0,0,0,0,0,❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
Closing Soon: Atopic Dermatitis treatment and Other Survey Opportunities,Earn up to $75.00 Today via Rewards Card,16.5,👍 Good (15-24),0.0314,33,605,1052,0,2,2,72,Long (61-75),75.0,3,0,1,1,0,1,0,0,0,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 📏 SHORTEN to 50-65 chars (currently 72)"
IgA Nephropathy and Other Survey Opportunities,Earn up to $140.00 Today via Rewards Card,16.14,👍 Good (15-24),0.0593,113,1020,1906,0,7,7,46,Short (≤50),140.0,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 💰 LOWER reward to $60-90 range (currently $140)
Closing Soon: Arterial Hypertension and Other Survey Opportunities,Earn up to $35.00 Today via Rewards Card,16.0,👍 Good (15-24),0.0333,16,257,481,0,1,1,66,Long (61-75),35.0,2,0,1,0,0,1,0,0,0,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 📏 SHORTEN to 50-65 chars (currently 66)"
Closing Soon: Experience With Highmark BC Insurance and Other Survey Opportunities,Earn up to $45.00 Today via Rewards Card,16.0,👍 Good (15-24),0.0426,16,184,376,0,1,1,82,Too Long (76+),45.0,2,1,1,0,0,1,0,0,0,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 📏 SHORTEN to 50-65 chars (currently 82)"
Treatment of high-risk NMIBC Patients and Other Survey Opportunities,Earn up to $20.00 Today via Rewards Card,16.0,👍 Good (15-24),0.0829,16,112,193,0,1,1,68,Long (61-75),20.0,1,0,0,1,0,0,0,0,0,❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 📏 SHORTEN to 50-65 chars (currently 68)
New InCrowd MicroSurvey and Other Survey Opportunities,Earn up to $172.50 Today via Rewards Card,16.0,👍 Good (15-24),0.0533,16,160,300,0,1,1,54,Optimal (51-60),172.5,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 💰 LOWER reward to $60-90 range (currently $172)
Diabetes study and Other Survey Opportunities,Earn up to $136.00 Today via Rewards Card,16.0,👍 Good (15-24),0.0778,48,352,617,0,3,3,45,Short (≤50),136.0,0,1,0,0,0,0,0,1,0,✅ ADD ampersand (&) between topics (+103% impact) | 💰 LOWER reward to $60-90 range (currently $136)
ATTR Amyloidosis Patient Treatment and Other Survey Opportunities,Earn up to $75.00 Today via Rewards Card,16.0,👍 Good (15-24),0.0294,16,266,544,0,1,1,65,Long (61-75),75.0,1,0,0,1,0,0,0,0,0,❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
Closing Soon: Preeclampsia Treatment and Other Survey Opportunities,Earn up to $45.00 Today via Rewards Card,16.0,👍 Good (15-24),0.0329,16,250,487,0,1,1,67,Long (61-75),45.0,3,0,1,1,0,1,0,0,0,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 📏 SHORTEN to 50-65 chars (currently 67)"
Micro Survey: 1L PDAC Treatment Rate Survey and Other Survey Opportunities,Earn up to $50.00 Today via Rewards Card,16.0,👍 Good (15-24),0.0156,16,460,1023,0,1,1,74,Long (61-75),50.0,2,0,0,1,0,1,0,0,0,"❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 📏 SHORTEN to 50-65 chars (currently 74)"
Diabetes study and Other Survey Opportunities,Earn up to $85.00 Today via Rewards Card,16.0,👍 Good (15-24),0.0754,48,369,637,0,3,3,45,Short (≤50),85.0,0,1,0,0,0,0,0,1,0,✅ ADD ampersand (&) between topics (+103% impact)
Experience Treating Solid Tumors and Other Survey Opportunities,Earn up to $145.00 Today via Rewards Card,15.86,👍 Good (15-24),0.0126,111,3632,8777,1,6,7,63,Long (61-75),145.0,0,1,0,0,0,0,0,0,1,✅ ADD ampersand (&) between topics (+103% impact) | 💰 LOWER reward to $60-90 range (currently $145)
Closing Soon: Molecular Testing and Other Survey Opportunities,Earn up to $40.00 Today via Rewards Card,15.0,👍 Good (15-24),0.0658,15,89,228,0,1,1,62,Long (61-75),40.0,2,0,1,0,0,1,0,0,0,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)"
Closing Soon: Lung Cell Cancer and Other Survey Opportunities,Earn up to $460.00 Today via Rewards Card,15.0,👍 Good (15-24),0.0146,15,404,1026,0,1,1,61,Long (61-75),460.0,3,0,1,0,1,1,0,0,1,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REPLACE 'Cancer' with 'Oncology' or specific disease name (-47% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💰 LOWER reward to $60-90 range (currently $460)"
Closing Soon: Plaque Psoriasis and Other Survey Opportunities,Earn up to $120.00 Today via Rewards Card,15.0,👍 Good (15-24),0.0893,15,122,168,0,1,1,61,Long (61-75),120.0,2,0,1,0,0,1,0,0,0,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)"
Treatments of Kidney Disease and Other Survey Opportunities,Earn up to $105.00 Today via Rewards Card,15.0,👍 Good (15-24),0.0276,15,274,544,0,1,1,59,Optimal (51-60),105.0,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
Pulmonary Arterial Hypertension (PAH) and Other Survey Opportunities,Earn up to $50.00 Today via Rewards Card,15.0,👍 Good (15-24),0.0307,15,219,488,0,1,1,68,Long (61-75),50.0,0,0,0,0,0,0,0,0,0,⚠️ Consider removing parentheses (-20% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 📏 SHORTEN to 50-65 chars (currently 68)
Closing Soon: Lymphoma Study and Other Survey Opportunities,Earn up to $115.00 Today via Rewards Card,14.5,⚠️ Below Average (10-14),0.0308,29,430,942,0,2,2,59,Optimal (51-60),115.0,2,0,1,0,0,1,0,0,1,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact)"
Perceptions of Local Heart and Vascular Services and Other Survey Opportunities,Earn up to $75.00 Today via Rewards Card,14.4,⚠️ Below Average (10-14),0.073,72,534,986,0,5,5,79,Too Long (76+),75.0,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 📏 SHORTEN to 50-65 chars (currently 79)
platinum-resistant ovarian cancer (PROC) and Other Survey Opportunities,Earn up to $90.00 Today via Rewards Card,14.33,⚠️ Below Average (10-14),0.0167,43,1121,2573,0,3,3,71,Long (61-75),90.0,1,0,0,0,1,0,0,0,1,❌ REPLACE 'Cancer' with 'Oncology' or specific disease name (-47% impact) | ⚠️ Consider removing parentheses (-20% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 📏 SHORTEN to 50-65 chars (currently 71)
Closing Soon: mBC / mUC and Other Survey Opportunities,Earn up to $100.00 Today via Rewards Card,14.0,⚠️ Below Average (10-14),0.0068,14,846,2066,0,1,1,54,Optimal (51-60),100.0,2,0,1,0,0,1,0,0,0,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)"
Treatment with Bavencio and Other Survey Opportunities,Earn up to $65.00 Today via Rewards Card,14.0,⚠️ Below Average (10-14),0.0129,14,430,1086,0,1,1,54,Optimal (51-60),65.0,1,0,0,1,0,0,0,0,0,❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
Closing Soon: Understanding Your Treatment Practices for Prostate Cancer and Other Survey Opportunities,Earn up to $90.00 Today via Rewards Card,14.0,⚠️ Below Average (10-14),0.013,14,615,1077,0,1,1,103,Too Long (76+),90.0,4,0,1,1,1,1,0,0,1,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ❌ REPLACE 'Cancer' with 'Oncology' or specific disease name (-47% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 📏 SHORTEN to 50-65 chars (currently 103)"
Atopic Dermatitis and Other Survey Opportunities,Earn up to $65.00 Today via Rewards Card,14.0,⚠️ Below Average (10-14),0.0232,42,1035,1811,0,3,3,48,Short (≤50),65.0,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
Metastatic Prostate Cancer and Other Survey Opportunities,Earn up to $35.00 Today via Rewards Card,14.0,⚠️ Below Average (10-14),0.016,56,1922,3495,0,4,4,57,Optimal (51-60),35.0,1,0,0,0,1,0,0,0,1,❌ REPLACE 'Cancer' with 'Oncology' or specific disease name (-47% impact) | ✅ ADD ampersand (&) between topics (+103% impact)
Heart Failure Treatment and Other Survey Opportunities,Earn up to $45.00 Today via Rewards Card,14.0,⚠️ Below Average (10-14),0.0532,14,142,263,0,1,1,54,Optimal (51-60),45.0,1,0,0,1,0,0,0,0,0,❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
Treating Advanced Diseases and Other Survey Opportunities,Earn up to $95.00 Today via Rewards Card,14.0,⚠️ Below Average (10-14),0.061,210,1689,3445,3,12,15,57,Optimal (51-60),95.0,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
Pulmonary Arterial Hypertension (PAH) and Other Survey Opportunities,Earn up to $30.00 Today via Rewards Card,14.0,⚠️ Below Average (10-14),0.0722,14,76,194,0,1,1,68,Long (61-75),30.0,0,0,0,0,0,0,0,0,0,⚠️ Consider removing parentheses (-20% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 📏 SHORTEN to 50-65 chars (currently 68)
Respiratory Syncytial Virus (RSV)  and Other Survey Opportunities,Earn up to $90.00 Today via Rewards Card,13.75,⚠️ Below Average (10-14),0.0295,55,823,1862,0,4,4,65,Long (61-75),90.0,0,0,0,0,0,0,0,0,0,⚠️ Consider removing parentheses (-20% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
Medications for PrEP and Other Survey Opportunities,Earn up to $105.00 Today via Rewards Card,13.67,⚠️ Below Average (10-14),0.1108,41,204,370,0,3,3,51,Optimal (51-60),105.0,0,1,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
New InCrowd MicroSurvey and Other Survey Opportunities,Earn up to $40.00 Today via Rewards Card,13.67,⚠️ Below Average (10-14),0.0979,41,236,419,1,2,3,54,Optimal (51-60),40.0,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
New InCrowd MicroSurvey and Other Survey Opportunities,Earn up to $30.00 Today via Rewards Card,13.64,⚠️ Below Average (10-14),0.0472,900,9560,19063,3,63,66,54,Optimal (51-60),30.0,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
New InCrowd MicroSurvey and Other Survey Opportunities,Earn up to $45.00 Today via Rewards Card,13.53,⚠️ Below Average (10-14),0.0501,839,8790,16738,4,58,62,54,Optimal (51-60),45.0,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
Closing Soon: Understanding Your Treatment of Transthyretin (ATTR) Amyloidosis Patients and Other Survey Opportunities,Earn up to $240.00 Today via Rewards Card,13.5,⚠️ Below Average (10-14),0.0635,27,268,425,0,2,2,118,Too Long (76+),240.0,3,0,1,1,0,1,0,0,0,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ⚠️ Consider removing parentheses (-20% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 📏 SHORTEN to 50-65 chars (currently 118) | 💰 LOWER reward to $60-90 range (currently $240)"
Closing Soon: Prostate Cancer Treatment and Other Survey Opportunities,Earn up to $300.00 Today via Rewards Card,13.5,⚠️ Below Average (10-14),0.0221,54,1401,2443,0,4,4,70,Long (61-75),300.0,4,0,1,1,1,1,0,0,1,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ❌ REPLACE 'Cancer' with 'Oncology' or specific disease name (-47% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 📏 SHORTEN to 50-65 chars (currently 70) | 💰 LOWER reward to $60-90 range (currently $300)"
Treatment of high-risk NMIBC Patients and Other Survey Opportunities,Earn up to $75.00 Today via Rewards Card,13.33,⚠️ Below Average (10-14),0.0389,40,572,1028,0,3,3,68,Long (61-75),75.0,1,0,0,1,0,0,0,0,0,❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 📏 SHORTEN to 50-65 chars (currently 68)
Study on Skin Cancer Treatment and Other Survey Opportunities,Earn up to $37.50 Today via Rewards Card,13.33,⚠️ Below Average (10-14),0.0385,40,526,1040,0,3,3,61,Long (61-75),37.5,2,0,0,1,1,0,0,0,1,❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ❌ REPLACE 'Cancer' with 'Oncology' or specific disease name (-47% impact) | ✅ ADD ampersand (&) between topics (+103% impact)
Treatment decision and Other Survey Opportunities,Earn up to $37.50 Today via Rewards Card,13.08,⚠️ Below Average (10-14),0.0272,170,2781,6260,1,12,13,49,Short (≤50),37.5,1,0,0,1,0,0,0,0,0,❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
Sleep Disorders and Other Survey Opportunities,Earn up to $90.00 Today via Rewards Card,13.0,⚠️ Below Average (10-14),0.0512,13,117,254,0,1,1,46,Short (≤50),90.0,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
New InCrowd MicroSurvey and Other Survey Opportunities,Earn up to $225.00 Today via Rewards Card,13.0,⚠️ Below Average (10-14),0.208,26,80,125,0,2,2,54,Optimal (51-60),225.0,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 💰 LOWER reward to $60-90 range (currently $225)
Biomarker testing  and Other Survey Opportunities,Earn up to $45.00 Today via Rewards Card,13.0,⚠️ Below Average (10-14),0.1016,91,348,896,0,7,7,49,Short (≤50),45.0,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
Treating Schizophrenia and Other Survey Opportunities,Earn up to $80.00 Today via Rewards Card,13.0,⚠️ Below Average (10-14),0.0408,13,166,319,0,1,1,53,Optimal (51-60),80.0,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
Breast Cancer and Other Survey Opportunities,Earn up to $65.00 Today via Rewards Card,13.0,⚠️ Below Average (10-14),0.0312,26,385,833,0,2,2,44,Short (≤50),65.0,1,0,0,0,1,0,0,0,1,❌ REPLACE 'Cancer' with 'Oncology' or specific disease name (-47% impact) | ✅ ADD ampersand (&) between topics (+103% impact)
Geographic Atrophy and Other Survey Opportunities,Earn up to $20.00 Today via Rewards Card,13.0,⚠️ Below Average (10-14),0.0432,13,178,301,0,1,1,49,Short (≤50),20.0,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
Transthyretin Amyloidosis and Other Survey Opportunities,Earn up to $160.00 Today via Rewards Card,12.67,⚠️ Below Average (10-14),0.03,38,724,1265,0,3,3,56,Optimal (51-60),160.0,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 💰 LOWER reward to $60-90 range (currently $160)
New InCrowd MicroSurvey and Other Survey Opportunities,Earn up to $22.50 Today via Rewards Card,12.56,⚠️ Below Average (10-14),0.0545,1419,14180,26040,10,103,113,54,Optimal (51-60),22.5,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
Closing Soon: platinum-resistant ovarian cancer (PROC) and Other Survey Opportunities,Earn up to $120.00 Today via Rewards Card,12.5,⚠️ Below Average (10-14),0.0364,25,320,687,0,2,2,85,Too Long (76+),120.0,3,0,1,0,1,1,0,0,1,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REPLACE 'Cancer' with 'Oncology' or specific disease name (-47% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ⚠️ Consider removing parentheses (-20% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 📏 SHORTEN to 50-65 chars (currently 85)"
Closing Soon: HR+ HER2- Breast Cancer and Other Survey Opportunities,Earn up to $95.00 Today via Rewards Card,12.5,⚠️ Below Average (10-14),0.0341,25,381,734,0,2,2,68,Long (61-75),95.0,3,0,1,0,1,1,0,0,1,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REPLACE 'Cancer' with 'Oncology' or specific disease name (-47% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 📏 SHORTEN to 50-65 chars (currently 68)"
New InCrowd MicroSurvey and Other Survey Opportunities,Earn up to $65.00 Today via Rewards Card,12.5,⚠️ Below Average (10-14),0.0292,100,1817,3420,0,8,8,54,Optimal (51-60),65.0,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
New Product Profile Evaluation & Feedback and Other Survey Opportunities,Earn up to $50.00 Today via Rewards Card,12.5,⚠️ Below Average (10-14),0.0408,25,301,612,1,1,2,72,Long (61-75),50.0,0,1,0,0,0,0,1,0,0,💡 Consider adding metabolic topics when available (+109% impact) | 📏 SHORTEN to 50-65 chars (currently 72)
New InCrowd MicroSurvey and Other Survey Opportunities,Earn up to $37.50 Today via Rewards Card,12.48,⚠️ Below Average (10-14),0.0311,1622,25225,52078,7,123,130,54,Optimal (51-60),37.5,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
Respiratory Syncytial Virus (RSV)  and Other Survey Opportunities,Earn up to $145.00 Today via Rewards Card,12.25,⚠️ Below Average (10-14),0.0382,49,674,1283,0,4,4,65,Long (61-75),145.0,0,0,0,0,0,0,0,0,0,⚠️ Consider removing parentheses (-20% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 💰 LOWER reward to $60-90 range (currently $145)
New InCrowd MicroSurvey and Other Survey Opportunities,Earn up to $50.00 Today via Rewards Card,12.09,⚠️ Below Average (10-14),0.0351,701,10419,19982,3,55,58,54,Optimal (51-60),50.0,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
Closing Soon: hATTR amyloidosis and Other Survey Opportunities,Earn up to $70.00 Today via Rewards Card,12.0,⚠️ Below Average (10-14),0.0133,12,527,900,0,1,1,62,Long (61-75),70.0,2,0,1,0,0,1,0,0,0,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)"
Closing Soon: Lung Cancer and Other Survey Opportunities,Earn up to $240.00 Today via Rewards Card,12.0,⚠️ Below Average (10-14),0.0088,12,562,1356,0,1,1,56,Optimal (51-60),240.0,3,0,1,0,1,1,0,0,1,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REPLACE 'Cancer' with 'Oncology' or specific disease name (-47% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💰 LOWER reward to $60-90 range (currently $240)"
